Date,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,^IRX
2000-02-29,-0.015225187768927007,-0.10046885852360377,-0.042334377748095564,-0.1070456138933702,-0.05517234603934673,0.10506795324899088,-0.11701418854962431,-0.12153744911519859,-0.06538634563824064,-0.055715314627280965,0.01989143806579685
2000-03-31,0.09691410582439342,0.10089276418299309,0.12442378959131295,0.1826240002554238,0.13920679517146373,0.08389259438758745,0.03759310430384977,0.10923684007102374,0.089949851106089,0.14151729436831229,0.014184383971608927
2000-04-30,-0.035120964453975945,-0.033220029957805264,-0.014925591889055956,0.009658299188642694,0.014446363614770918,-0.09184732646826932,0.05301896049262811,0.06545811329132945,-0.011716630157568075,-0.020822030816619597,-0.012237709334229407
2000-05-31,-0.01572267112143877,-0.03155665133572261,0.11742430916455016,0.02232143532162656,-0.0042196793428134205,-0.10397720682298406,0.07132886406472871,-0.002193767753799758,-0.026804202612449868,-0.0539809700491094,-0.028318640982051613
2000-06-30,0.019682355785408667,-0.08551183435662013,-0.055015683226277035,-0.04850106120421871,-0.03933093960262157,0.09955614530241474,0.0566121452096362,-0.03396731611485315,0.002118180620851895,-0.05410168173319707,0.038251374663391235
2000-07-31,-0.015702653618632656,0.008751272591380088,-0.038105755798270025,0.08815843447844007,0.015469514410278551,-0.05305612373708746,-0.036532070551325346,0.0154813512066867,-0.014798685797234978,0.015872968217735872,0.05614038287180789
2000-08-31,0.06534099696360252,0.022870287448613746,0.10920849075920547,0.10157061512801957,0.09902084094217356,0.10170481724422209,-0.012211095010144724,0.038961442339713104,0.035407326306395426,-0.04146623497217916,0.014950191507149935
2000-09-30,-0.05486205611392303,-0.09803209774529587,0.0164409882131773,0.021740347087691347,-0.02904286307505366,-0.1796570764049492,0.04429573590926439,0.13214295814079757,-0.036269072081788534,0.0012249639828318948,-0.013093276916188779
2000-10-31,-0.004677719569020966,0.08770444992436088,-0.027181654374933806,-0.008621215985434638,0.022495430312111653,-0.05727765161606291,0.06941852797723946,0.058082754470539344,0.015053764274202575,-0.01255481291779792,0.019900477841425568
2000-11-30,-0.07465257439620321,-0.02529698312015427,-0.05245121866496372,-0.0510868516434233,-0.03400038141654482,-0.2051467179057106,0.0345030318887074,-0.00045690592668501395,-0.09110190439650845,-0.024793621251075426,-0.022764205579614893
2000-12-31,-0.00522708154447149,0.14088886375948384,0.10209520034376918,0.08532832967348991,0.03950639844619852,-0.09892098149811979,0.03637535468794573,-0.013646030257705721,0.01650025563598856,0.07047073477391175,-0.04658905143842962
2001-01-31,0.04445905385986548,-0.02669622121669546,-0.03186432615751211,-0.002373156539615451,0.003839757120544407,0.1912178442790271,-0.07291021365430883,-0.056271017747095864,0.07229461789149338,0.11628798787208172,-0.15532283831117766
2001-02-28,-0.09538701208277,0.012950298414445172,-0.01213831303521562,-0.06727779831540726,-0.05992988919154385,-0.24906142853387658,0.0060426514281379795,0.02075333809713298,-0.019165364197987533,-0.0714034091279091,-0.024793462523359122
2001-03-31,-0.05603741984180266,-0.050080054621118864,-0.02983260898890905,-0.02995236016714864,-0.09577001742353941,-0.11460248272019646,-0.06935755454481529,-0.014335337818609739,-0.06403043369707695,-0.014581768077925439,-0.11440677666451782
2001-04-30,0.08543979119803002,0.1066593951018846,0.10325690484102878,0.03617178870693283,0.11432925319069787,0.16169412961642426,0.01941798657406335,0.04825849091909573,0.07382550687711653,0.04637715576321444,-0.08373203803974294
2001-05-31,-0.005605648833090782,0.038462001795176226,-0.009447179654885618,0.04399948543604215,0.041849830394227405,-0.04095812610117533,0.014682659542749166,0.00701144158719802,0.038194380991982246,0.023809479444979242,-0.07571800721406075
2001-06-30,-0.023829810495419324,-0.034513042124818094,-0.0911311881073098,-0.0071561726486703,-0.06178770826206048,0.019544154116957424,-0.04625386319480851,-0.05017537953622375,-0.01129644365953908,-0.007874954398172762,0.0056497121870149325
2001-07-31,-0.010195161209096915,-0.0027198526688729796,-0.011532252954702726,-0.009506610126540416,-0.0020763174031862563,-0.06922291536125647,0.030440325522599787,-0.008988160397924161,-0.019966059821349913,0.04445304993192445,-0.03370783356400553
2001-08-31,-0.059332541080322376,-0.004090905663997724,-0.04233326588677422,-0.0661218069612387,-0.03432725571903428,-0.12204471633143155,0.004791120293580864,-0.03563348641872066,-0.05075938969051652,-0.08754337523572397,-0.04651165208409025
2001-09-30,-0.08163070750288637,-0.11844457270858821,-0.09623344119363253,-0.056345681595609265,-0.1465194309130302,-0.16377029239464325,-0.0012058654995107387,-0.00955797621540655,-0.14479243590772217,-0.1263155078366246,-0.29878049622611735
2001-10-31,0.01302215447852384,0.027083140224500424,0.04027888170706406,-0.014181126370527375,0.01774446955999953,0.10909110736293703,-0.006384441443282429,-0.05263185065952092,0.0051061475704827775,0.05267719573871221,-0.12608694255013964
2001-11-30,0.07797739000143111,0.12677521623258126,-0.05584521029467504,0.06493998545339563,0.10004127737867541,0.14941500571055144,0.04417653512264952,-0.012626280434562376,0.11600309642565709,0.13316796621889737,-0.13930346901406565
2001-12-31,0.005638898120637892,-0.029949298474676755,0.057177472904334614,0.01947804569999878,0.045283310704754554,-0.022005086627053028,-0.019628944328134446,0.03204783890422047,0.02419467886474891,0.04543443891591581,-0.0346821163741744
2002-01-31,-0.009798632216878156,0.023342664169611282,-0.03557980285714146,-0.011406631514549681,-0.06317719981517356,-0.010833408622374807,-0.006693047590417556,-0.036033290657036754,-0.0074213781187412176,0.03286694477140273,0.029940163359560623
2002-02-28,-0.01793591064374067,0.0529196121473805,0.034174233173815294,-0.01730791404945342,0.02504842287792708,-0.13016052980680914,0.02100735201670334,-0.0018498599042151564,0.04598111983313702,0.005416261750549545,0.0
2002-03-31,0.03327075512165911,0.03075039944554714,0.08852490121792012,0.06616034971353302,0.02705377084281735,0.04939548509028513,0.016125813171104175,0.05332141126161738,0.05801367956117054,0.012722691114267493,0.011627895694091173
2002-04-30,-0.058155742050316483,-0.04723662553552144,-0.03599895816720733,-0.02541432880581662,-0.06901574726421045,-0.12090458305827356,-0.03716428240174019,-0.06068152779948288,-0.006082874566931351,-0.027963023609544724,-0.0057471209243954435
2002-05-31,-0.0059338510013612344,0.04957854888373703,-0.017594206488828923,-0.0030232177195509413,0.0043370424002175945,-0.04147033521889021,-0.011142001890312114,-0.008311599867529829,0.0139407208341078,-0.005136988816729859,-0.014450853111279693
2002-06-30,-0.07380715815163996,-0.017031284014491943,-0.036626756622702206,-0.042772811492600926,-0.06133094189076349,-0.13362525725366126,-0.10189957850515396,-0.06725884307852659,-0.07153052924994474,-0.05267046309289336,-0.026979473699040413
2002-07-31,-0.07881985030649152,-0.11341101949746912,-0.13854945388802842,-0.08313458755448622,-0.05660326684461914,-0.09481658657343195,-0.04269664644287419,-0.1472164346321846,-0.02890191511620588,-0.11940286465214511,0.0036165898800297747
2002-08-31,0.006800988467768443,-0.005349728205728543,0.015064175373689537,0.018655025159781013,-0.015556114116829667,-0.008380085765554823,0.007981208693284891,0.03965200595377549,0.009672775354026886,0.030177742618559877,-0.012012000831672753
2002-09-30,-0.10485192008098776,-0.1297922740950599,-0.07135512592541726,-0.11493534802872707,-0.11539849411347958,-0.16690140902202089,-0.07228357428767695,-0.12104579466477672,-0.06194311035663058,-0.08914997019528004,-0.07173254217979808
2002-10-31,0.0822836073570179,0.057094429778979716,0.01843036702288514,0.09143708147229046,0.049180863786994156,0.24767584218632765,0.03890844065174859,-0.02303157768312669,0.058314196036293175,0.06748939229854245,-0.07203660685540092
2002-11-30,0.06168087776214115,0.12032109222027287,0.041299897410418174,0.037233596917445544,0.052245631949294324,0.1585363950025782,-0.027723741038346406,0.0290570795399252,0.03090094259327425,0.04628100496478571,-0.15172902257303944
2002-12-31,-0.056569549231587746,-0.045803550210701593,0.00023142119927421767,-0.05418781224560898,-0.039279656183502265,-0.1321671833461895,0.0028222293556390277,0.03240060169272807,-0.037581482343661765,-0.08519646466427677,-0.016638918936395353
2003-01-31,-0.02459524176699357,-0.04989851556185809,-0.025078454997304434,-0.012727860697486881,-0.05391054155268493,-0.023648405622443525,-0.03410281541414739,-0.023498642625265576,-0.0033896615427881915,-0.03331854946344759,-0.028764837496665474
2003-02-28,-0.013479032901250187,-0.026525367013448764,0.029399004016964048,-0.030846673431111138,-0.01540009380813634,0.004844734390352379,-0.030633473168278358,-0.05347632371694344,-0.02229779253243802,-0.004476584602314926,0.023519120526198867
2003-03-31,0.0021401489892212133,0.00617495896935516,0.0012208060040352908,-0.009342346910811372,0.010626323332932897,-0.01515164036683958,0.00011903595652085208,0.05065819971166108,0.035646672579114025,0.02350776909899044,-0.07234035947841722
2003-04-30,0.0846115598636652,0.09031532513094853,-0.008512923438277031,0.1257222839940937,0.10823400692685659,0.09160841370733053,0.029617728464147453,0.08641273179341802,0.03293467097981262,0.11702635652863536,0.01009166756620461
2003-05-31,0.05483623665581283,0.030937928501813206,0.10619097079055462,0.050919766670403765,0.02710249996486258,0.0858423690020218,0.049162826612067834,0.10105078677141455,0.02065163640990897,0.05317039823264791,-0.014532165233827277
2003-06-30,0.010651201701578517,0.009023090688369484,-0.012841816583807897,0.004236011446327348,0.02088667325051996,0.007079582301481091,0.009543128727797834,0.013569846584996936,0.044165196587806044,0.01449746954076847,-0.22764979717940947
2003-07-31,0.018027930586676844,0.07862956108198915,-0.03534287251000667,0.043584296361208086,0.03305041784036611,0.031048831938967014,-0.0014883140252270888,-0.06690775202718302,-0.015001926581698077,0.01845669824386631,0.10620523472458498
2003-08-31,0.020625890618782616,0.027728379178997953,0.0637936189316155,-0.011709101966480562,0.038910110515242735,0.047727054143275716,0.016890104141277895,0.019864771533117276,-0.037037314087690065,0.05110528609250897,0.03559869780245317
2003-09-30,-0.010906278238534295,-0.045043489752374155,-0.020620458906693395,0.008866140506582187,-0.027353213840598745,-0.00867712746665772,-0.003932620131018694,0.04972254605262516,0.0026027039279377107,-0.04772173696925708,-0.035416646099959315
2003-10-31,0.05352683139681247,0.09528123273280653,0.009563976089141724,0.06926388709636022,0.061829167785019123,0.07330506423954986,0.045276178012744195,0.006849291920651757,0.006832366003359347,0.09100805798625466,0.006479462595253116
2003-11-30,0.010920623476912583,0.02258507332536941,0.007825130778978728,-0.003680626983930013,0.019813831254812175,0.014270691927477985,0.011769423563655623,0.002267099891134494,0.02142864260335897,0.00897305500261436,-0.025751061707756207
2003-12-31,0.05031360059615153,0.09803003134996247,0.13092385765401793,0.04535626990538,0.06627560945256028,0.03135577101644427,0.01778901122718568,0.06552061957281441,0.05786811708905071,0.040051672885804024,-0.0011013074160782788
2004-01-31,0.01976978783931238,-0.044211312248287116,0.02250460787208075,0.032705756551023146,0.010089636229361654,0.042689196723591394,0.0,0.02057433775373596,0.02752874158798102,-0.005715903609536999,-0.011025347745784564
2004-02-29,0.013570725921819848,0.052136511709988564,0.052538332578485614,0.028570842992356793,-0.007399098417597116,-0.025412456639082093,0.0569332097522528,0.018899455978932167,0.01065227608107766,0.021718292064990763,0.033444783606902284
2004-03-31,-0.01324532481749463,-0.02305774416184503,-0.0062511417366734046,-0.011613659726359082,-0.012232465958827987,-0.026557218291593965,-0.0024788126353738615,0.0106615576135769,-0.0416897974787136,-0.006171197975051057,-0.004315003415211183
2004-04-30,-0.018921252392134158,-0.04630702335186987,0.01704171750756367,-0.04353777322189789,-0.000378195033947093,-0.038194066526865744,0.013111683275896624,-0.042763586385833996,0.031072750709891794,-0.011338918970112077,0.031419333215803036
2004-05-31,0.017122983785875956,0.02808987830781362,-0.003016593022142189,0.0170701552501189,0.024620770293793948,0.039195178066029124,-0.005608369134673219,0.012027423709820573,-0.003240635157016336,0.006371532473777641,0.10504203943047519
2004-06-30,0.018501303904405964,0.050174951519386335,0.06236548658627128,0.004421780253979879,0.061725235971063164,0.027295596154893742,0.0054871007024921425,0.017318243596633698,-0.0037347535800017484,0.002584861571144126,0.23859307661485518
2004-07-31,-0.03221856379207466,-0.022778197447667514,0.030813461919911633,-0.02134303082531319,-0.027913643849855174,-0.06086974999278938,-0.04937257623546887,0.015151913636225034,-0.05366535800173011,-0.037939127224730584,0.08365308504132885
2004-08-31,0.002435497561781519,0.01681258057571089,-0.015408167773718007,0.0325350191946816,0.000717802386115407,-0.04423905175539744,0.017768229769255184,0.04063017863431395,0.0162520464309015,-0.0019713426206708906,0.11048160386143557
2004-09-30,0.010037485392557999,0.04018987911642857,0.09762947009430167,-0.009204017897574857,0.021497292342687713,0.029064121109669383,-0.02633800956122323,0.006347661120276404,-0.017485333851872786,0.02883693023480438,0.06760208455086336
2004-10-31,0.012884495779788674,-0.00943787367209259,0.006012018466565294,0.005271189203926774,0.01021881461669727,0.043932546346194146,0.006463367189429858,0.048702298852853154,-0.022230253377795273,0.0403845665773388,0.11529268586216301
2004-11-30,0.04451798563744114,0.08134860778854724,0.06744458669463693,0.03110751360989883,0.06278324139712144,0.05110247752768249,0.024771105763248924,0.0445371578363587,0.019538194823301103,0.04189748831027518,0.16871983971426552
2004-12-31,0.030120962922257632,0.01337199247268872,-0.02820722162229461,0.0413439466051273,0.024830768077113596,0.026165470409979852,0.03739107155839583,0.0246301282425736,0.055144197968127306,0.04671491883685719,0.0
2005-01-31,-0.02242107151577233,-0.03060884175965617,0.03386562564458617,-0.02161774524158122,-0.02800174216027873,-0.05637123838568514,0.011698211423053495,0.021185134341618506,-0.03113573720878826,-0.04278857524958102,0.10999084240979351
2005-02-28,0.02090389231434342,0.07876440941442664,0.16777630060148319,-0.006695847215922868,0.01158932978687166,0.0015063716926915216,-0.0012851087651499782,0.021448361229644552,0.03008456966915274,-0.005328334357083242,0.11065240853959857
2005-03-31,-0.01829277275065777,-0.026577304663741863,-0.019093170709793994,-0.03804660438759344,-0.0004385708465368676,-0.019549203086139832,-0.008762316522642255,0.011058655853475763,-0.005579912819734023,-0.0116861327528478,0.011895846003936228
2005-04-30,-0.018735063846461952,-0.07128687715107562,-0.054117483813593936,0.0017606702537438235,-0.036476966933874144,-0.03527633559535548,-0.010426353736155858,0.030874787545050797,0.03482904474670501,-0.06363064057187717,0.04224835211324973
2005-05-31,0.032224133412155354,-0.006426338132733189,0.02786696287502277,0.029535714839604932,0.03171863913392392,0.06942274998830844,0.023266526177173175,-0.0006653942733985119,0.01262196221952916,0.0618355019696788,0.01586185336206336
2005-06-30,0.0015154134860360102,-0.020017676014997376,0.06979197874628618,0.012464803810952718,-0.026340829999252025,-0.012884141703631835,-0.019320442670482385,0.0595339841026139,-0.005287766503605185,-0.004310588410232796,0.06176265620470711
2005-07-31,0.03826138880156016,0.05526966442917458,0.07086639642778914,0.015609165286600613,0.03812124277857798,0.05672704279120144,0.03208731394578135,0.022496990281448914,0.022558939373220843,0.056741748952576554,0.08888891486041217
2005-08-31,-0.009374641848086007,-0.041899873386255115,0.0638652297205562,-0.016371717643339334,-0.023606746180009575,-0.009501037156355197,-0.0174612093634815,0.006507957514706897,-0.0034667281458693466,-0.032910094193995154,0.029411779437628294
2005-09-30,0.008025430292665447,0.00769808437482955,0.06286458505974912,0.008558483732875377,0.01675647481655229,0.0023972235057263536,0.014145055938498574,0.04228226507696076,-0.005541600490579723,-0.028420961531733457,0.0116617962316381
2005-10-31,-0.02365063770304099,0.0021821862286783844,-0.09036695565015784,0.0304876364072888,-0.0142573824054949,-0.022966171467013186,-0.004724772709797653,-0.06398796072130397,-0.03062215630949261,-0.020314064761263628,0.09654179694089038
2005-11-30,0.04395206900346915,0.07656007692031674,0.01495241745198106,0.04766590769306145,0.058190444265839414,0.06317352897118411,0.009062980698384626,-0.0015900020757494415,0.012175200021079746,0.039899406861390485,0.013666240437331778
2005-12-31,-0.0019133675170847075,0.028611360512439177,0.017995346004949342,0.00020396315073090143,0.00473002228187136,-0.03071439596471648,0.0011688463269989846,0.008591958672595545,0.03460017991581665,-0.008558129747018417,0.03318635696854466
2006-01-31,0.024014027548076244,0.04821666637548194,0.14609373294757155,0.008841085881746258,0.0028644179376564605,0.03349236230916408,0.0017174971812228268,0.024211507022864787,0.012925585663330796,0.01776439896910409,0.09661229626054957
2006-02-28,0.005725457834656833,-0.021424167794666937,-0.09226462544544622,0.021282824713885207,0.031101103278959208,0.0023155596394914824,0.008572831486027166,0.013063511656458582,0.011515830115765624,0.007222363198063686,0.03135013444189427
2006-03-31,0.016504055489798164,0.04663805488065842,0.04243743760983332,0.0028986118476250766,0.044228654030787906,0.02263282995961058,0.008246373979540422,-0.04631504449048529,-0.012774627366735958,0.005883726821582336,0.0017749938001647703
2006-04-30,0.012631351711408945,0.03554841870507386,0.050367307399912464,0.04331807721458225,0.021597754488085874,-0.013098832611233346,0.00974598925381076,0.01589323409488097,-0.030956931002227295,0.012775010097505923,0.029900383803758146
2006-05-31,-0.030120872844667912,-0.040298657364007395,-0.027825591559751284,-0.03769149635958702,-0.01708628750334007,-0.06498857275481695,0.002097674787004289,0.0162836077841102,-0.020974594729898266,-0.01672036418437739,0.013978506642444044
2006-06-30,0.0026082712726442914,0.005160931845639816,0.025381755414229268,-0.004625497365879694,-0.001284856813074442,-0.004894825039930217,0.01840463123883329,0.0229449628181424,0.00034934533284958214,-0.0017498936329848336,0.030752911184303677
2006-07-31,0.004478806009938774,-0.03738297428915438,0.033479962538293995,0.022882083458737768,-0.05678781637069086,-0.02607005417368613,0.015709096553577995,0.048002450566135835,0.0545634761286391,-0.03324409762223757,0.015432059095624284
2006-08-31,0.0218226123339178,0.03009726480724062,-0.050809829127427375,0.011789762701189366,0.011288829926285882,0.07020216810376234,0.03866498579067934,0.027482143922016977,0.028536102566308452,0.019826663249373322,-0.006078973316926639
2006-09-30,0.027000961245965405,-0.0001383133227210731,-0.036588900389380785,0.0402532206229671,0.038179532593200616,0.040336234519662506,-0.0005037514096141171,-0.014544869262523297,0.015346104056194854,0.06370690635988496,-0.029561666610444237
2006-10-31,0.03151694408238792,0.0600502384559638,0.04265645418169184,0.023396897780892267,0.028194113565874757,0.039545088517231486,0.017730278355251095,0.052956495752038535,0.0033137279178632184,0.06466379097341002,0.03781508816878909
2006-11-30,0.019885615816757296,0.043530807954635486,0.08577093291106119,0.00705604774665658,0.024504336271016447,0.028422215851372057,-0.008516832130733953,0.026544159798293387,-0.0012007144382696344,0.012630940295245141,-0.010121495982936546
2006-12-31,0.013370885696164958,0.006316852155670238,-0.028173248778961102,0.037633702720960116,0.004926229406530647,-0.00538663079700008,0.02508832523743565,0.008537937889094405,0.01045244815019375,0.02168486085816368,-0.0010224208057807438
2007-01-31,0.015040309777205163,0.040470227622302346,-0.009210894444333761,0.009254556567842798,0.02085184539091145,0.020206017304577273,0.020290973131728673,-0.0035402447654234726,0.030457225195143156,0.028676172633709474,0.018423678921982933
2007-02-28,-0.019617477420542206,0.026758524908526482,-0.020484949589772095,-0.030474624073108303,-0.011191974467013588,-0.026970113436874277,-0.015385300837504667,0.05301964225681188,-0.02318178082833544,-0.029903564596488463,0.004020096745708468
2007-03-31,0.011589516283587287,0.023611778889293333,0.0628776311565249,-0.004728534239709203,0.008118785494424019,0.009961212143590137,0.02066445545931983,0.03592815345458966,0.0019523961905001386,-0.00472706896444397,-0.020020001386121256
2007-04-30,0.04429504413885432,0.014980561985041607,0.05126065490004805,0.038731738318868114,0.0464136494446894,0.04716968842514868,0.028142703129080626,0.04911814124742864,0.07310491368111993,0.023665849531174565,-0.03472933134961287
2007-05-31,0.033920100876106085,0.05903686227567695,0.07779740102812993,0.024047518043845972,0.05188151316016776,0.05036830830993111,0.013503869961030146,0.004562128477864524,0.017169501035416035,0.030053613417936553,-0.028571376670784465
2007-06-30,-0.014620614180563263,-0.00531853137147098,0.013035579587184376,-0.04016437629958114,0.000269721744436513,-0.0012483531194596997,-0.01992623928596471,-0.04747228095469802,-0.03347662378976235,-0.01746969710633539,0.01742917669859989
2007-07-31,-0.03131019151036918,-0.02666657639150871,0.0001451464938657665,-0.09065757264374208,0.009477710277816298,-0.001953001724058101,-0.02846574282513248,-0.039918609024511054,-0.04757861984202094,-0.05924245646136528,0.029978557644199766
2007-08-31,0.01283318171001846,-0.0068494723954191095,0.012029263978681648,0.025835695213569654,0.0002541194493477228,0.019178344973152406,0.023592107271558138,0.015789075647408835,0.02289612823587417,0.006216839441411048,-0.17047815862736726
2007-09-30,0.03871364937333266,0.08053716835459568,0.07399048789977192,0.0244126176747419,0.04737824874600349,0.037784118446252624,0.04594233757144761,0.03836166373846228,0.03119905883653562,-0.008796922674658592,-0.07268169452628592
2007-10-31,0.013566904217479303,0.04155784175736765,0.025401053367198,-0.017191113232072563,-0.01290213258784667,0.053021640387659774,0.015368213760674765,0.0665834245497905,0.01867068015027762,-0.004887645281180575,0.03243240108448231
2007-11-30,-0.03873253142559918,-0.05038831276436195,-0.04211134848808695,-0.08093665717989595,-0.028359732398185122,-0.07535213018533915,0.0274551817398494,0.006595447523211728,0.012774149433018245,-0.054570022490267545,-0.19633508196512583
2007-12-31,-0.011260949846914503,0.010723488139793957,0.08281245743392396,-0.058271991806213896,-0.0013345331126358717,0.01991347211402128,-0.008298732610736548,-0.0018118117940186806,-0.028276421785191963,-0.04953115098415617,0.022801359343169958
2008-01-31,-0.060460812043935275,-0.041967072403954475,-0.12287342721585715,0.007258661804527389,-0.0551583118025587,-0.12790703402569692,-0.055555884257973864,-0.07347056696596954,-0.04559611520675999,-0.0036697410711814538,-0.4044586171039509
2008-02-29,-0.025842866307383083,0.02302881813619706,0.09267264307536438,-0.1135893708368021,-0.020270159312090308,-0.04731180501116883,-0.0025734181047532,-0.04105033745588749,-0.02670649850030915,-0.03867416872286911,-0.045454565738090036
2008-03-31,-0.00894209826164527,-0.01405859512183294,-0.023362353479924214,-0.02940156019716822,0.036306085130968,0.011560599073280997,0.03239889178454969,0.016053006607883225,-0.04544124286872442,-0.017865160124527213,-0.2857142857142857
2008-04-30,0.04766231164111456,0.05327421509480601,0.10383413736516389,0.06996406560371571,0.02941210450300935,0.06250054951394746,-0.007537864923486959,0.05113306533879247,0.009945849330123435,0.023763539865113925,0.05098043798896268
2008-05-31,0.015116344250552416,0.05199738215343763,0.05198835658089096,-0.06952245752387043,0.008831596981711654,0.06512580853931937,0.030379460442058415,0.03585794903644657,0.01905972161011693,0.027345231865548936,0.38059699832795624
2008-06-30,-0.08357572040024841,-0.05816356320702154,0.03155372593968209,-0.17449401090283678,-0.12025546343944782,-0.09367350830157928,-0.05699465219818023,-0.007463154610147904,-0.04230960000213646,-0.11534338701283509,-0.07837836705828527
2008-07-31,-0.008985672991536076,-0.032351279937025024,-0.15913197452793337,0.06762092817544585,0.007938493823253623,-0.0244435293884826,0.024298781981069384,-0.06437360882384102,0.04480063761890718,0.0017555167752176803,-0.04105574820537583
